책 이름,작가,장르,ISBN,책 소개
나의 이브 생 로랑에게,피에르 베르제,"국내도서
 > 
시/에세이
 > 
테마에세이
 > 
일기/편지",9.7912E+12,"평생의 연인이 떠난 후 시작된 이야기패션 디자이너 이브 생 로랑의 연인이자 사업 파트너였던 피에르 베르제, 그가 50년을 함께해온 연인의 죽음 이후 써 내려간, 보낼 수 없는 편지들.
저자 피에르 베르제는 세계적인 패션 회사 ‘이브 생 로랑’을 이끈 기업가였을 뿐만 아니라 수많은 예술가들의 후원자이자 예술품 수집가이기도 했으며 국립 파리 오페라단의 회장에 오르는 등 문화계 전반에 영향력을 발휘한 인물이다. 한편 동성 간의 결합을 법적으로 보장하는 PACS(시민연대계약)법을 적극 지지하는가 하면 2010년에는 경영난에 시달리던 프랑스의 일간지 「르 몽드」를 인수하며 편집권의 완전 독립을 명문화하는 등 사회운동가로서의 행보도 인상적이라 할 만하다. 그러나 우리에게 그 무엇보다 깊은 울림으로 남는 것은, 그가 패션사에 길이 남을 한 천재의 영감이 제대로 구현되게끔 평생을 애썼다는 사실이다. 패션 외에는 무엇에도 관심이 없었던 이브 생 로랑이 패션에 관한 일 말고는 무엇도 하지 않을 수 있도록 그의 곁에서 발로 뛰며 곁을 지킨 인물이 다름 아닌 피에르 베르제였다. 이는 그가 본래 지니고 있었던 예술에 대한 존경심, 이브 생 로랑의 천재성에 대한 확신이 뒷받침된 행보이기도 하지만, 그것만으로는 설명이 부족하다. 천재의 이면에 드리운 어둠들, 알코올과 약물 중독, 우울과 히스테리까지도 끌어안게 한 강력한 원동력은 다름 아닌 이브 생 로랑에 대한 사랑이었다. 『나의 이브 생 로랑에게』는 이브 생 로랑의 장례식장에서 피에르 베르제가 낭독한 추도문으로 시작된다. 그리고 죽은 연인에게 보내는 편지의 형식으로 쓰인 이 글은 장례식에서 6개월이 지난 크리스마스에 다시 시작된다. 평생의 연인이 떠난 뒤 홀로 남은 78세의 피에르 베르제는 수신 불가능한 편지들을 써 내려가며 늘 함께했던 자신들의 일생을 회고하고 삶과 사랑을 되짚어나간다. 편지는 피에르 베르제가 이브 생 로랑의 1주기에 낭독한 추도문으로 끝을 맺는다."
미아 힐링하우스,박미아,"국내도서
 > 
시/에세이
 > 
테마에세이
 > 
포토에세이",9.79117E+12,"마당에 찾아온 고양이들과의 공생 이야기마당냥이들의 일상 사진과 따듯한 일러스트를 더한 포토에세이집!
30여 마리 고양이와 한 마리 개,그리고 반려인이 함께하는 미아 힐링하우스 이야기30여 마리 고양이의 일상이 담긴 사진과 미아 힐링하우스의 온기를 고스란히 그린 작가의 일러스트가 더해진 고양이 포토에세이 『미아 힐링하우스』. 이사한 전원주택 마당에서 만난 고양이 가족과의 만남을 시작으로 8년 동안 30여 마리가 넘는 고양이와 마당을 공유하며 지낸 작가가 사람처럼 각기 다른 이야기를 가진 마당냥이들의 ‘묘생’을 그러모아 책으로 만들었다.몸이 약하고, 배가 고픈 고양이들을 돕는다 생각했는데 8년이 지나고 보니 고양이들에게 받은 사랑이 더없이 컸고, 마음을 나누며 공생하는 법을 배웠음을 발견한다. 그렇기에 작가는 이번 책에 예쁜 고양이 사진을 모으는 데 집중하기보다 미아 힐링하우스에서 고양이들과 한 마리의 개(할리) 그리고 인간이 서로를 돌보고, 온기를 나누며 가족이 되어 가는 모습을 담고자 했다. 『미아 힐링하우스』 속 고양이들은 피부나 눈, 몸 이곳저곳이 상해 있기도 하고, 야생성이 살아 있기도 하다. 하지만 고양이 귀여운 게 어디 갈까. 여전히 사랑스러운 고양이들과 개, 인간이 함께 꾸려 가는 일상은 따듯하기 그지없다. 고양이를 사랑하는 이라면 누구나 그들의 사진과 이야기, 그림으로 빼곡히 채워진 『미아 힐링하우스』를 통해 큰 행복감을 느낄 것이다."
Engine 영웅 이현순,이현순,"국내도서
 > 
시/에세이
 > 
나라별 에세이
 > 
한국에세이",9.79119E+12,"‘ENGINE 영웅 이현순’ 은 이현순 박사가 故정주영 회장의 스카우트 제의를 받아 GM(제너럴모터스)에서 현대자동차로 옮겨와 겪게 된, 우리나라 최초로 차량용 엔진의 개발을 주도한 그의 열정과 역경을 고스란히 담고 있다. 한국자동차 산업이 업계 후발주자에서 선두주자로 우뚝 서게 된 역사와 그 중심에 있던 이현순 박사. '사기꾼'이라는 소리까지 들으면서도 포기하지 않은 국산 자동차 엔진 개발의 7년간의 노력 등 끈질기게 도전한 흥미 있는 이야기들로 구성했다"
나는 행복한 푸바오 할부지입니다,강철원,"국내도서
 > 
시/에세이
 > 
나라별 에세이
 > 
한국에세이",9.79117E+12,"“이별은 없어. 우리는 영원한 가족이니까.”
자이언트판다와의 만남부터 눈부신 탄생의 순간까지 37년간 생명을 지켜온 강철원 사육사가 들려주는 삶과 행복의 의미 ★강철원 사육사가 직접 찍은 바오 가족 미공개 사진 수록!★특별 칼럼 ‘사육사로 산다는 것’ ‘판다 아빠’, ‘판다 할부지’ 강철원 사육사가 들려주는 바오 가족의 특별한 이야기를 담은 에세이 《나는 행복한 푸바오 할부지입니다》가 출간되었다.  강철원 사육사는 매일 쓰고 기록한다. 37년간 야생동물을 돌봐 온 베테랑 사육사의 철칙이다. 그의 첫 본격 에세이 《나는 행복한 푸바오 할부지입니다》는 그의 일기와 오랜 기록에서 시작되었다. 국내 최초 자이언트판다인 밍밍과 리리 이야기부터 2016년 중국에서 아이바오와 러바오를 만났던 순간, 그간 알려지지 않았던 아이바오, 러바오의 이름에 얽힌 비하인드 스토리, 우리의 영원한 아기 판다 푸바오의 탄생 과정과 아이바오와 함께한 극한 공동 육아기, 푸바오의 쌍둥이 동생들인 루이바오와 후이바오의 명랑 성장기까지! 바오 가족을 위해 밤낮없이 노력하는 강철원 사육사는 그만이 들려줄 수 있는 애틋하고 다정한 이야기들을 책에 풀어냈다. 특히 2024년 4월, 새로운 여정을 준비하는 푸바오에 대한 강철원 사육사의 사랑을 느낄 수 있는 장면들도 책 곳곳에서 만날 수 있다. 이번 책에는 에버랜드 류정훈 사진작가가 촬영한 바오 가족의 생생한 사진과 함께, 강철원 사육사가 직접 찍은 바오 가족의 사랑스러운 모습을 담은 미공개 사진도 담겨 있다. 또한 사육사를 꿈꾸는 사람들을 위해 특별 칼럼 세 편이 수록되어 있다. 동물과의 교감은 사람의 감정뿐만 아니라 삶 자체를 풍요롭게 만든다. 많은 이들에게 존재만으로 희망과 위안을 주는 바오 가족과 이들을 초밀착해 돌보는 사육사의 진솔한 이야기를 통해 깊은 울림과 가슴 뭉클해지는 진한 감동을 느낄 수 있을 것이다. “나와 함께하는 동물들에게 믿음을 주는 사육사로서 그들의 편에 서 있고 싶다. 그들의 가치를 키우고 세상에 빛나는 별이 되도록 해 주고 싶다.”_프롤로그 중에서"
망그러진 만화 세트(여름 리미티드 에디션),유랑,"국내도서
 > 
시/에세이
 > 
테마에세이
 > 
그림에세이",9.79119E+12,"휴가 필수템! 더운 여름을 즐기는 가장 완벽한 방법
혼자 집에서 뒹굴뒹굴 시간을 보낼 때도, 친구 혹은 가족과 물놀이를 하러 떠나서도, 새로운도시나 나라를 방문할 때도 망그러진 곰과 함께라면 한결 든든하고 완벽해질 거예요! ‘삐뚤빼뚤해도 괜찮아’라며 지친 마음을 위로하고, 친구들과의 멋진 우정을 응원하는 〈망그러진 만화〉가 1-2권 세트로 출간됐습니다. 따로따로 봐도 좋지만, 이어서 읽으면 더 재미있는 망그러진 만화 세트를 만나 보세요!"
"곰돌이 푸, 행복한 일은 매일 있어",곰돌이 푸,"국내도서
 > 
시/에세이
 > 
테마에세이
 > 
캐릭터에세이",9.78893E+12,"디즈니의 사랑스러운 푸가 전하는 행복!
『곰돌이 푸, 행복한 일은 매일 있어』는 푸의 메시지와 삽화가 담긴 책이다. 어떤 상황에서든 여유와 미소를 잊지 않는 곰돌이 푸를 다시 기억하고 만나는 일은, 반복되는 삶 속에서 무엇이 나를 행복하게 하는지를 잊어가는 우리에게, 다시 한 번 행복에 관한 희망과 의미를 되새기게 해줄 것이다. 귀엽고 사랑스러운 모습부터 엉뚱한 모습까지 우리를 자꾸만 웃음 짓게 만드는 푸를, 진심 어린 말로 우리의 마음을 자꾸만 무장 해제시키는 푸를, 초기 삽화부터 우리에게 익숙한 만화영화 속 곰돌이 푸의 모습을 퀄리티 높은 디즈니의 삽화로 소장할 수 있는 것도 큰 즐거움이다.
“기분이 우울해질 것 같아도 걱정하지 마. 그냥 배가 고픈 걸지도 몰라.” 팍팍한 현실 속에서 힘이 되어주는 것은 생각보다 간단한 말들이다. 쉽지만 어느 누구도 말해주지 않던, 그 따뜻하고 편안한 위안이 이 책의 장점이자 매력이다. 무엇이 나에게 행복을 줄 수 있는가 고민이라면 이 책을 펼쳐보자. '나'를 잃어가는 사회 속에서 진정한 나를 찾게 해주는 것은 물론, 앞으로의 '나'를 위한 행복을 발견하게 될 것이다."
망그러진 만화,유랑,"국내도서
 > 
시/에세이
 > 
테마에세이
 > 
그림에세이",9.79119E+12,"카카오 이모티콘 다운로드 1위 인기 캐릭터‘망그러진 곰’과 ‘망그러진 햄터’의 귀염뽀짝 즐거운 일상!
★★★★ 미공개 에피소드 수록! ★★★★‘이모티콘 캐릭터 장인’ 유랑 작가의 웹툰 ‘망그러진 만화’가 단행본으로 출간됐다. 카카오 이모티콘 인기 캐릭터인 ‘망그러진 곰’과 ‘망그러진 햄터’의 공감 백 퍼센트 귀염뽀짝 일상을 그린 ‘망그러진 만화’는 SNS에 연재되며 10만 독자의 많은 사랑을 받고 있다. 이번 책에는 미공개 장편 작품을 포함해 엄선된 에피소드 총 84편이 수록됐다.“삐뚤빼뚤 망그러졌지만, 이대로도 좋아!”삐뚤빼뚤한 선 때문에 다른 곰들에게 ‘망그러진 것 같다’며 놀림받지만, 우울한 기분은 좋은 친구와 맛있는 음식, 귀여운 고양이로 훌훌 털어 버릴 줄 아는 멋진 곰! 일상을 자연스럽고 즐겁게 보낼 줄 아는 ‘망그러진 곰’과 친구들은 우리에게 있는 그대로의 행복해지는 법을 알려 준다.몸은 크지만 여린 마음을 가진 ‘망그러진 곰(일명 망글곰)’과 조그맣지만 대담하고 엉뚱한 매력의 ‘망그러진 햄터(망글햄터)’는 피지컬의 차이만큼이나 반대 성격으로도 찰떡같은 케미를 자랑하는 코믹 듀오!‘완벽하지 않으면 좀 어때!’라고 외치며 유쾌한 일상을 보내는 이들의 모습은, 삭막한 현실 속에서 늘 긴장하며 살아가는 우리에게 소소한 웃음과 따뜻한 위로를 건넨다. 치열하게 경쟁하며 살고 있는 자신에게 가끔은 이런 말을 건네 보자!“인생 좀 허술하게 살면 어때?!”"
허송세월,김훈,"국내도서
 > 
시/에세이
 > 
나라별 에세이
 > 
한국에세이",9.78893E+12,"“중생의 어리석음은 한이 없는데, 나는 이 어리석음과 더불어 편안해지려 한다”‘생활의 정서’를 파고드는 김훈의 산문 미학
삶의 어쩔 수 없는 비애와 아름다움을 누구보다 잘 이해하는 우리 시대의 문장가, 김훈. 시간과 공간 속으로 삭아드는 인생의 단계를 절감한다는 그가 “겪은 일을 겪은 대로” 쓴 신작 산문을 들고 돌아왔다. 생과 사의 경계를 헤매고 돌아온 경험담, 전쟁의 야만성을 생활 속의 유머로 승화해 낸 도구에 얽힌 기억, 난세를 살면서도 푸르게 빛났던 역사의 청춘들, 인간 정서의 밑바닥에 고인 온갖 냄새에 이르기까지, 그의 치열한 ‘허송세월’을 담은 45편의 글이 실렸다. ‘본래 스스로 그러한 세상’의 이치를 아는 이로서 그 어느 때보다 명료하고도 섬세한 문체로 생활의 정서를 파고든 《허송세월》은 김훈 산문의 새 지평이다."
내가 한 말을 내가 오해하지 않기로 함,문상훈,"국내도서
 > 
시/에세이
 > 
나라별 에세이
 > 
한국에세이",9.79119E+12,"“그렇게 많은 문상훈을 봤는데도여전히 새로운 문상훈의 얼굴이 이 책에 있다.” (작가 이슬아) 133만 명의 구독자를 보유한 유튜브 채널 〈빠더너스〉의 크리에이터 문상훈이 첫 산문집을 출간했다. 문쌤, 문이병, 문상 등 다양한 부캐로 그를 기억하는 사람들에게는 이 소식이 새삼스러울지도 모른다. 하지만 그의 오랜 팬이라면, 혹은 매체를 통해 그의 편지글 한 문장이라도 본 사람이라면 누구보다 기다려왔을 소식임이 분명하다.  문상훈을 대표하는 〈빠더너스〉 채널 소개란에는 “하이퍼 리얼리즘의 콩트와 코미디 영상을 만듭니다”라고 적혀있다. 뛰어난 캐릭터 분석과 시대의 흐름을 관통하는 메시지를 담은 코미디로 웃음을 주는 것이 그의 본업인 것이다. 하지만 그는 대중을 상대로 말하는 직업을 가졌음에도 ‘말’이 가장 어렵다. 사람들이 자신의 말을 오해할까 봐 끊임없이 “자기검열”을 한다. 그러나 마침내 그는 이 책에서 고백한다. 자신의 말을 가장 오해한 사람은 문상훈, 자신이었다고. 이 책은 『내가 한 말을 내가 오해하지 않기로 함』이라는 제목처럼 문상훈 스스로에 대한 다짐이자, 우리가 잘 안다고 생각했던 문상훈의 새로운 얼굴이다."
행복할 거야 이래도 되나 싶을 정도로,일홍,"국내도서
 > 
시/에세이
 > 
나라별 에세이
 > 
한국에세이",9.79116E+12,"당신의 행복을 찾아 주고 싶다이렇게 행복해도 되나 싶을 정도로이런 하루가, 이런 인생이 좋다고 말할 정도로
10만 독자의 행복을 채집해 줄 일홍 작가의 응원하루를 버텨 내는 긍정과 용기의 문장들오늘 당신은 어떤 하루를 보냈을까. 계획했던 일이 틀어지지는 않았는지, 노력했던 일을 해내지 못하진 않았는지, 그런 스스로가 괜히 나약해 보이지는 않았는지. 어쩌다 했던 작은 실수가 눈앞에 어른거리기도 하겠다. 하루를 열심히 살아 내고 또 나아가고자 도전하는 당신에게 틀림없는 행복이 찾아올 거라 확신을 주는 『행복할 거야 이래도 되나 싶을 정도로』. 매일을 버텨 내고 있는 당신이 가슴 깊이 새겨 두면 좋을 글이 가득하다.『그게 너였으면 좋겠다』, 『잘 살고 싶은 마음이 어렵게 느껴질 때』로 수많은 독자의 사랑을 받은 작가 일홍, 이번에는 일상 속에서 애쓰고 있는 당신의 낮과 밤에 행복을 불어넣어 주고자 펜을 들었다. 『행복할 거야 이래도 되나 싶을 정도로』는 당신에게 삶을 긍정하는 방법을 선명하게 열어 줄 안내서가 되어 줄 것이다. 삶의 어쩔 수 없는 좌절과 마음의 소란을 버텨 내는 노력이, 독자로 하여금 깊은 공감을 하게 만들고 그 공감은 나 홀로 힘든 게 아니라는 위안이 되어 줄 것이다. 더 나은 이가 되려 노력하는 당신의 곁에 행복이 항상 존재함을 깨달았으면 하는 마음이다.이 도서의 한 페이지를 펼치면 지금보다 더 괜찮은 하루를 살아갈 수 있다는 단단한 믿음과 그 시간을 응원하는 글들이 반겨 줄 것이다. 감성적인 문장과 위로의 메시지에는 당신의 인생이 빛나고 있음을 확신하고 있다. 당신이 매시간 얼마나 힘쓰고 있는지 누구보다도 잘 안다고, 그러니 그 애씀의 끝에는 마침내 믿을 수 없을 만큼의 행복이 펼쳐질 거라고. 그렇게 다정하면서도 공감할 수 있는 문장들로 작가는 당신의 지친 마음을 보듬어 주고자 한다. 당신의 열정은 헛되지 않았다. 그 기간은 더욱 성숙한 당신으로 변화하기 위한 나날들이었다고.“행복은 고생 끝에 오는 게 아니라 처음부터 끝까지 언제나 존재하는 것.”작가는 ‘지금 무엇이든 행복이라 느낄 수 있다면, 언제나 행복할 수 있다는 것을 명심하며 살아가려 한다.’라고 말한다. 당신도 다양한 곳에서 행복을 찾으면 매일이 안온할 테다. 그렇게 오늘 하루도 괜찮았다고, 이런 행복이 끝없이 이어질 거라 믿기를.행복을 찾지 못하고 애꿎은 곳만 두리번거리는 이의 손바닥 위에 『행복할 거야 이래도 되나 싶을 정도로』는 굳은 응원을 건네주고자 한다. 부단히 걸어온 길 위에서 반짝이는 행복을 건져 주는 유일한 도서, 『행복할 거야 이래도 되나 싶을 정도로』."
